41,177,280
40,1.5,8
24,1.7,6
116,2.7,10
52,1.5,1
36,1.7,7
64,4.3,14
44,1.4,1
56,0.7,1
36,2.8,1
72,1.2,10
104,1.4,3
44,1.8,1
0,0.8,10
40,1.7,6
64,2,1
40,2.3,1
52,2.6,10
44,0.7,1
72,0.2,1
20,1.8,1
52,3.7,1
60,1.5,1
56,1.8,1
28,0.7,1
40,1.6,1
28,1.8,16
72,2.1,14
44,3,10
16,0.1,2
0,-0.8,2
0,1.2,6
0,0.8,1
28,2.5,1
28,1.8,1
52,0.9,4
56,0.9,1
20,1.5,1
32,3.4,10
0,2,1
20,0.5,6
32,1,1
48,0.6,1
88,1.9,1
40,1.9,1
36,0.8,1
0,1.3,4
36,1.4,5
36,0.2,1
64,1.4,6
20,0.5,1
44,1.7,1
52,1.4,1
0,0.8,10
56,2.1,16
96,0.6,16
28,3,6
44,1.4,1
0,0.6,1
16,0.1,6
72,0.9,1
64,0.9,5
28,2.5,5
48,2.9,1
44,3.5,1
64,2.4,1
48,0.8,1
40,0.5,2
56,2.9,1
68,1.5,6
20,1.7,1
28,2.4,6
36,2.1,16
40,1.5,1
24,1.4,1
52,3.3,1
44,4.2,10
72,-1.1,3
48,-0.4,2
52,2.2,1
76,0.8,1
84,0.6,1
48,3,1
64,0.5,2
24,1.1,4
92,1.9,6
92,-1.5,9
52,-1.4,2
68,0.6,4
84,-2.7,9
32,0.7,9
28,0.5,1
24,0.1,4
0,1.7,1
0,0.3,5
44,2.6,10
24,2.4,1
32,1.5,10
28,3.2,1
20,1.1,1
24,-0.9,1
24,0.7,4
72,1,1
36,1.4,1
64,4,1
20,1.2,6
92,0.4,4
32,0.5,6
48,2.2,1
40,-1.5,2
40,0.5,1
28,1.3,1
32,1.6,1
56,2.3,1
68,5.4,1
60,1.8,6
32,2.2,1
64,1.8,16
32,2,1
0,1.3,1
40,1.4,1
32,1.7,1
16,1,1
24,2.1,1
36,2.3,1
28,1.1,1
44,2.5,1
40,1.2,1
40,1.8,10
0,1.2,1
32,1.1,1
52,3.4,1
48,0.8,1
40,1.3,1
68,2.4,1
52,2.7,10
92,2.2,1
48,2.9,1
36,2.4,10
44,1,1
24,1.4,1
68,1.8,1
24,1.7,5
32,2.3,1
60,2.1,1
40,3.2,10
24,1.9,10
84,2.4,10
44,1.6,1
48,1.7,1
44,1.4,10
72,2.4,1
44,1.7,1
0,2.1,1
44,1.4,6
56,1.9,16
24,2.1,1
56,1.2,1
64,0.7,2
80,1.8,1
24,1.6,1
72,2.8,1
16,0.8,1
48,3.3,1
16,2.7,1
60,2.5,1
40,0.8,1
20,2,1
32,4.2,1
48,1.3,5
44,1.1,4
0,1.2,1
20,1.4,1
44,3.2,1
40,1.5,10
44,1.5,15
0,1.2,6
76,1.4,1
60,1.6,1
24,1.7,1
32,-0.4,2
76,0.5,1
44,3.4,16
20,0.7,1
48,-0.9,4
20,-0.3,2
36,0.8,4
72,0.2,2
48,0.4,2
40,-0.6,14
40,0.5,9
0,2.5,1
68,0.8,1
16,0.9,2
64,-1.2,2
52,1.4,1
40,2,1
68,2.3,1
40,1.4,16
48,-3.9,16
56,2.2,1
12,0.6,2
0,1.2,1
20,-1.4,1
36,2.8,1
60,2.9,3
72,2.4,1
20,2,1
32,-1.2,9
56,2.3,1
72,4,10
40,6.7,10
32,3.2,1
20,0,2
76,-1.8,2
44,-0.5,4
24,2.2,1
52,-0.7,2
52,0.4,15
36,1,3
96,-0.6,16
28,1.8,1
24,1.6,1
72,2.1,6
28,2.7,1
48,1.6,10
76,0.5,3
60,1.3,1
0,1.2,16
0,1.9,1
64,1.5,1
40,0.8,1
48,0.4,4
48,3.8,1
72,0.6,1
68,3.5,1
0,-0.6,2
80,2.3,1
40,0.5,2
24,-1.2,1
48,1.6,1
56,1.5,1
12,-1.1,1
28,1.8,1
44,-0.4,15
56,2.5,1
0,-1,2
60,1.9,1
24,1.7,1
28,1.1,4
0,1.6,1
24,2.3,10
32,-0.5,4
20,0.6,3
32,1.1,3
28,2.8,1
48,2.1,1
0,-1.7,2
52,0.6,3
56,0.9,5
32,1.3,2
20,0.7,1
32,3.1,16
28,2.3,1
52,1,1
64,1.8,1
44,0.3,1
80,1.3,10
28,0.9,1
24,1.6,1
28,2.5,1
76,2.1,1
44,3.5,1
80,3,6
44,0.8,1
0,0.4,1
36,0.5,2
0,2,1
64,0.9,2
36,2,10
76,2.1,1
20,0.7,1
24,1.8,1
0,1.1,1
0,1.3,6
32,1.4,10
44,1,3
60,1.6,1
72,1.9,1
36,0.6,1
0,0.9,1
0,0.6,1
40,3.9,10
84,1.8,1
24,0.6,10
88,-1.1,2
60,1.6,2
0,-1.7,2
92,2.9,10
40,1.4,10
28,2.2,1
60,-0.8,15
20,1.6,1
32,1.1,6
36,1.7,3
44,-1.3,2
68,2.5,1
52,0.6,16
0,1.2,6
44,-1.8,2
64,2.9,7
36,2.4,1
16,0.6,1
28,2.4,10
76,0.9,10
0,1.8,1
40,1.2,1
64,1.5,5
36,2,1
64,1.5,1
24,1.4,10
20,0.8,5
68,1.5,1
40,0.4,2
24,-1.7,2
16,2.7,10
44,1.1,1
36,1.7,10
0,1.5,7
20,-2.2,1
52,0.3,2
24,1.3,1
72,0.9,1
92,2.3,16
52,1.4,1
48,5.8,10
20,0.9,1
48,0.7,10
48,1.8,1
52,3.4,1
24,0.3,1
56,1.8,16
60,0.6,10
32,1.4,1
32,1,6
48,2.7,10
44,2.2,1
76,1.6,10
0,1.8,1
72,0.5,5
0,1.1,1
16,2.3,1
36,-0.9,2
12,1.2,1
40,0.8,10
28,0.5,16
88,1.5,1
20,2.3,3
76,0.6,2
40,2.8,6
64,-1.7,2
80,-0.1,2
60,2.3,3
28,1.1,16
64,2.2,10
0,1.7,6
32,2,1
36,-0.3,2
56,0.8,2
52,0.5,2
44,0.5,1
68,-2.2,9
44,0.7,1
48,-1.3,2
32,3.4,1
44,4,5
0,0.4,2
28,1,8
0,1.4,1
60,2.7,1
40,2,10
44,0.3,16
60,-1.6,3
48,0.3,1
24,0.6,1
56,3.6,6
40,1,1
36,1.9,16
60,1.3,5
24,-4.4,9
0,0.1,1
52,1.9,1
96,4.3,1
52,0.9,1
60,2.1,1
60,0.6,1
80,-1.8,9
68,2.2,1
68,2.1,10
24,2.5,3
44,1.1,1
52,2.4,10
40,3.3,14
20,0.5,1
28,2.9,5
44,2.8,1
64,3.6,1
48,1.6,1
40,2.4,1
56,0.3,1
0,0.8,16
48,0.6,4
0,1,2
40,0.6,16
76,2.1,1
76,1.3,1
56,0.3,1
48,-1.7,1
36,0.1,10
48,1.5,1
16,3.7,1
80,-1.8,15
0,0.5,1
48,2.8,1
0,2.2,1
52,7.2,9
56,2.2,1
28,1.6,1
32,1,10
36,0.6,1
60,2,16
52,0.9,10
